Yazar,Tarih,Baslik,Sikayet,Kaynak
kikirdayan gergedan,05.10.2022 11:47,IKEA Genel,bugün tüm ürünlerine %10 zam gelmiştir.,Ekşi Sözlük
burusvine,05.10.2022 15:04,IKEA Genel,"ankara'da 1 adet vardır. ankaranın ucunda, diğer ucunda yaşayanlar için bir adet daha açılması gerekmektedir.",Ekşi Sözlük
beyazkugununkizi,09.10.2022 13:25,IKEA Genel,"şimdi ikea'ya gidiyorum mum alcam

not: bu cümle anneye gönderilmiştir. buraya yazılmasının sebebi ise yıllardır tükenmemiş artık sonu gelen emektar mumlarımın yasını tutma amaçlıdır.",Ekşi Sözlük
shock strut,11.10.2022 21:32,IKEA Genel,"ürününde oluşan sorunun garanti kapsamında değerlendirilmesi için kurulumu ikea'nın yapması (ücretli) ve hasardan sonra evinize exper çağırıp rapor tutturmanız (ücretsiz olduğunu söylediler ama bilemiyorum) gerekiyormuş.
dolaptaki askı asılacak borunun takıldığı kulakçıklardan birisi kırıldı. aldım kırıl parçayı ikeaya gittim. dolap bölümündeki çalışandan parçanın aynısından satın almak istediğimi söyledim. parçaların kendisinde olmadığını, faturam duruyorsa garantiden aynı parçayı müşteri hizmetlerinden vereceklerini söyledi. kasada parçayı gösterip emin olmak için sordum, kasadaki çalışan bunu böyle geçiremezsiniz dedi, parçanın evden getirdiğim kırık parça olduğunu anlatmam da biraz zaman aldı. çıkıp müşteri hizmetlerine gidince de garanti şartlarını söyleyip parçayı veremeyeceklerini, satın alabileceğimi söylediler. ben zaten satın almaya gelmiştim ama keşke siz de biraz şirketinizin nasıl çalıştığına hakim olsanız.
raf alıyorum 180? fiyatı var. kargo ücreti ne kadar diye soruyorum %5 diyor istanbul'da oturduğumu öğrenince. tamam kargoyla gelsin diyince 50? ücreti var diyor. bence de o raf 9?'ye gelmez, bunu beklemiyordum ama %5 olayının 1000? ve üzeri için olduğunu (min. kargo 50? dese o da yeterli olacak) söylemesi için illa işlemin son adıma mı gelmesi gerekiyor? ikea o kadar iyi bir marka kimliği oluşturmuş ve sektörde konumlanmış ki, çalışanlar olaydan habersiz de olsa acayip iş yapıyor.",Ekşi Sözlük
birgunahfarkiylacehennemegirenadam,14.10.2022 10:03 ~ 10:07,IKEA Genel,"icerisindeki kisayollarin degistirildigini ogrendigim labirent tasarimli firma. insanlar yorulunca saglikli dusunemedigi icin daha fazla satin almaya meyilli oluyormus. bulundugunuz konumun algisini azaltmak icinse 2 boyutlu harita tasarimi yerine tek boyutluya gecilmis.
(bkz: dark patterns)",Ekşi Sözlük
cift l li entellektuel,21.10.2022 06:38,IKEA Genel,"akıllı reklamcılarla çalışan firma.

link",Ekşi Sözlük
ahmet hitchcock,21.10.2022 10:45,IKEA Genel,"masif ürünlerinin müptelasıyım ancak stok bulundurma konusunda kendilerini geliştirmeleri gereken garip isveç mobilyacısı.

ayrıca hem stok yok hem mütemadiyen zam yapıyorlar. stok gelsin diye beklerken ürün servet fiyatına ulaşıyor.

""garip isveç mobilyacısı"" demiş miydim?",Ekşi Sözlük
el sabunu,22.10.2022 00:40,IKEA Genel,"tasarımlarına, kolay montajlanabilme özelliklerine diyecek yok, ancak ürün kalitesi ve performansta malesef çok çok gerideler. boya ve malzeme kalitesizliğini kullananlar çok iyi bilir ancak birde performans diye belirttiğim çoğu kişinin bilmediği birşey daha var. örneğin bir komodin alıyorsunuz çekmeceli ve çok güzel. ölçüleri atıyorum, ydg 50x40x50cm yani aldığınız bu komodin 0,1 m3 lük bir alan kaplıyor ancak çekmecelerin iç hacimlerini ölçerseniz 0,05m3 lük bir depolama alanı size sunuyor. yatak odası kısmında özellikle çekmeceli bir çok modelinde böyle bir sorun var, kocaman bir ürün alıyorsunuz ancak içine ondan küçük eski bir dolaptan çıkan ürünler asla sığmıyor.",Ekşi Sözlük
lsg,23.10.2022 14:29,IKEA Genel,"uyduruk malzemeli ürünleri mağazada güzel gösterme konusunda uzman firmadır.
mobilyaları son derece kötü malzemeler ile üretildiği çok açık olmakla beraber bu dandik ürünleri teşhir etme konusunda oldukça başarılılar.",Ekşi Sözlük
lardayuzenalsancak,23.10.2022 15:14,IKEA Genel,"ruhu olan ürünler satıyor bence.
ikea'dan aldığınız bir ürün ile farklı bir yerden alınmış aynı özellikteki ürünü kullanırken aynı etkiyi yaratmıyor.

mesela ben, ikea'dan aldığım kahve fincanı ile kahve içmek için heyecan duyuyorum.
ikea'nın ayaklı lambasının ışığında kitap okumak daha bir huzur veriyor.

ruhu olan ürün tanımı güzel oldu.
hayata heyacan katma konusunda iyiler.",Ekşi Sözlük
aysaysbeybisi,23.10.2022 15:20,IKEA Genel,evet çok ucuzmus sandığınız ama kullandığı malzemeler nedeniyle aslında çok pahalı olan isveçli tatlı su kapitalisti.,Ekşi Sözlük
taissa farmiga,23.10.2022 15:31,IKEA Genel,saçlarımın dolandığı için tekeri bozulan ofis sandalyemin yenisini gönderen mobilyacı. ayrıca şifonyerden pipete kadar her şeyi ikea'dan alıyorum. neden türko esnafıyla muhattap olayım ben?,Ekşi Sözlük
rilog,24.10.2022 11:06,IKEA Genel,"montaj gününden bir gün önce arayıp montaj günü için teyit alıp montaj günü ise montaja gelmeyen firma.
madem gelmeyeceksin neden bunu o gün söylüyorsun ? bir gün öncesinde arayıp teyit aldığın halde.
ben tüm planımı bunların sözüne güvenerek yapmışken ‘’montaj ekibimiz iş kazası geçirdi bugün gelemeyecek yarın göndersek olur mu ?’’ gibi yalanın kralıyla geliyorlar bana.
heralde lokman hekim ikea’da çalışıyor ki 1 gün içinde ekibi iyileştirecekler.",Ekşi Sözlük
social anoti,02.11.2022 21:56,IKEA Genel,montaj yaparken bir vida arttı. acaba nerenin vidasını eksik taktım diye düşünüyorum kaç saattir. çünkü bunlar bir vida bile fazla vermeyen zihniyetin insanları.,Ekşi Sözlük
mike kenji shinoda,04.11.2022 21:12 ~ 21:13,IKEA Genel,"hasarlı ürün gönderen isveç mobilya markası.

işim dolayısıyla doğu'da bir şehirde görev yapıyorum. evimizde yer sıkıntımız olduğu için bir dolap satın aldım. kargo firmaları güzide ülkemizin her yerinde sıkıntılı çalışırlar. ancak doğu'da olduğum ve ürün önemli olduğu için kargocu arkadaşlardan ürünü teslim alırken ekstra dikkatle, kutunun her tarafını inceleyip bir sıkıntı olup olmadığına baktım. eğer olsaydı tutanak tutturacaktım ancak sıkıntı göremediğim için tutturmadım. ürünü açtığımda o problemle karşılaştım...

ürünü kargolarken bu arkadaşlarımız dolabın bir panelini kırık göndermişler. köşesi olduğu için üstelik çekinmeden göndermişler. biraz daha zorlasam elimde kalacak bir panel vardı karşımda. (bilenlerimiz vardır, normalde kargolarken köşelerine mavi plastik koyarlar ki ürünlerin köşesi kırılmasın vs diye. bu kargoda da vardı o mavi plastikler) acil ihtiyacımız olduğu için ürünü kırık paneliyle beraber taktım.

müşteri temsilcileri ile görüştüğümde ürünün taktığım kısımları dahil ürünü demonte edip hasarlı kısmı göndermem gerekiyormuş. şimdi 30 adımla kurulan bu ürünü tekrardan söküp, en temel parçasını doğu'dan göndereceğim ve tekrardan gelmesini bekleyeceğim. o kadar para vermemize rağmen ekstra bir panel için bu kadar uğraştırmasına inanamadığım bir marka oldu ikea. neden çıkarıp göndermiyorsun diyebilecek yazarlarımız için, doğu'da küçük bir apart dairesinde önce oturun sonra eleştirin diyebilirim ancak.

ikea'yı yıl içerisinde bütün ev ihtiyaçlarım için kullanıyordum. bundan sonra alırken iki kere düşüneceğim.

tavsiye etmiyorum maalesef.

edit: imla.",Ekşi Sözlük
crysalid,04.11.2022 21:14 ~ 21:15,IKEA Genel,"ben buraya gitmemeyi tercih ediyorum. çünkü biliyorum ki gittiğimde hiç aklımda olmayan bir şey de değil, bir şeyler kesin ve kesin alacağım. gitmiyorum o yüzden.",Ekşi Sözlük
greek mythology,06.11.2022 14:35,IKEA Genel,"kargolama mantigi biraz garip olan sirket. aldiginiz urunler sehir ici bir adrese teslim edilecekse urunlere odediginiz paranin %5'i kargo ucreti istiyorlar. sehir disi %10 + %2 (paketleme ucreti) istiyorlar. normalde olmasi gereken urunun hacmi ve agirligina gore kargolama fiyati vermek yerine urunun fiyatina gore kargolama ucreti cikariyorlar. bu sebeple magazadan alisveris yaptiginizda hacmen kucuk ama pahali bir urun aldiysaniz elde tasimak cok daha ucuza geliyor. en nihayetinde kocaman bir mobilyanin kargosu kucuk bir ev esyasinin kargosundan daha ucuz olabilir, sacma yani.",Ekşi Sözlük
the universe is a hologram,07.11.2022 01:26,IKEA Genel,"yurtdışında elektronik alet de satan evimizin her şeyi.

ilk şaşkınlığım, ikea sitesinde gezinirken şarjlı tornavida bulmakla oldu. 10 euroya. tamam böyle çok sağlam, efendime söyleyeyim duvarı delecek güçte bir şey değil de, şarjlı tornavida işte. sehpanın alt rafını monte etse yeter diyerek aldım, minnoş da bir şey. ha matkap isterseniz 25 euroya, ya da daha üst modeli 50 euroya, o da var.

bluetooth hoparlörleri, plakçalarları falan saymıyorum. zira bunlar da var ve çok güzel duruyor tipleri.

hadi bunu da kanıksadım derken buzdolabımın, fırınımın ve bulaşık makinemin ikea marka olduğunu fark ettim. üstelik bu ürünler türkiye'de satılmazken, hepsinin kullanım kılavuzlarında türkçe kısmı da var.

türkiye'de niye satmıyorsunuz arkadaş bunları?",Ekşi Sözlük
cisse,07.11.2022 17:24 ~ 17:27,IKEA Genel,ufak tefek kendinizin taşıyabileceği parçalar hariç alışverş yapmak pişmanlıktır. işin garip tarafı sosyal medyada sağda solda birbirinden görüp özentilik yapanlar sayesinde kutsallaştırılmıştır. illa gidilip o saçma mağazada kilometrelerce dolaşılacak ve tavaf edilecektir.,Ekşi Sözlük
dontyoucrybitch,07.11.2022 17:31 ~ 17:35,IKEA Genel,"medium density fiberboard(mdf) fiyatına yonga levha(sunta) mobilyalar satan marka. ikea'nın menteşeleri vs. bir tık daha kalitelidir. onun haricinde piyasada çok daha sağlam mobilyalar yapan bir ton üretici var. basit şeyler buradan alınabilir, ancak büyük mobilyalar için tavsiye etmiyorum.",Ekşi Sözlük
4 kedili bir garip yolcu,07.11.2022 17:42,IKEA Genel,"alışverişinizi tamamladıktan sonra alan görevlisine “toplama ve nakliye hizmeti almak istiyorum” derseniz araç bulma, reyonlarda tavaf etme, mobilya kutusu taşıma işinden cüzi bir ücretle kurtulmuş olursunuz. verilen ücret yapılan işin çok altında",Ekşi Sözlük
ahmet hitchcock,09.11.2022 20:23 ~ 11.11.2022 17:12,IKEA Genel,"sürekli büyüyor efendim durduramıyoruz

stokta olmayan ürünlerine mütemadiyen zam yapan ""garip isveç mobilyacısı""...",Ekşi Sözlük
yarra yering,14.11.2022 11:47 ~ 11:49,IKEA Genel,"kendi mallarına kara borsa fiyatlandırması uygulayan isveç markası. kasım 2021'de euro 12 lira iken 470 tl'ye aldığım ürün euro 19 lira iken 1,200 tl.

yani bu nasıl bir mantıktır? adamlar mağazaları için günlük kar oranı belirlemişler herhalde. günde 5 milyon tl kazan da, nasıl kazanırsan kazan... ona göre ürün fiyatını mı değiştiriyorsunuz?
almanya'da da yapsanıza bunu...

türkiye fiyatı:
[https://www.ikea.com.tr/…cm-servis-arabasi-90333976 ]

almanya fiyatı:
[ ]

peşin edit: şimdi mal mal konuşanlar olacaktır, önden açıklamamı yapayım:
ürünü geçen sene aldığım zaman türkiye ile almanya fiyatları döviz bazında neredeyse aynı idi. yaklaşık 40 euro.
almanya'da hala 40 euro ama burada 64 euro karşılığı tl.

ayıptır!",Ekşi Sözlük
tas suratli,14.11.2022 15:21,IKEA Genel,mümkünse bu hafta ziyaret edilmemesi gereken yerdir. okullar tatil olunca yavrusunu kapan ikea’ya koşmuş zira*,Ekşi Sözlük
07161138,15.11.2022 16:48,IKEA Genel,"internet sitelerinden oğluma aldığım ve hasarlı gelen ürüne değişim istediğinde ürün stokta yok diyerek iadeye çeviren, aynı zamanda zam yapıp satmaya devam eden firma. oysa holding sahibinin cumhurbaskaninin yolunu kesmesi ile bunların içlerinin rahatlatması gerekiyordu, işe yaramamış anlaşılan.",Ekşi Sözlük
dark and black,22.11.2022 12:05,IKEA Genel,"bazı büyük mobilyaların montajı bir gün sürebiliyor. kağıtta yazılanlar yeterince açık değilse, model numarasını youtube veya benzeri sitelere yazın. nasıl yapıldığını hızlıca izleyin.",Ekşi Sözlük
resimdeki artist,24.11.2022 21:42,IKEA Genel,black friday kapsamında herhangi bir indirim yapmayacak gibi duran firma. şimdi değilse ne zaman?,Ekşi Sözlük
zivanadan cikmis balik,25.11.2022 01:30,IKEA Genel,"sevmek, sevmemek kisiye gore degisir ama sahsen ben seviyorum. malesef alternatif magazalari gezecek vaktim yok ve internetten mobilya vs. alisverisi yapmak da bana gore degil. neyse buraya gittigimde 2-3 saatlik bir gezintiyle ihtiyacim olan butun ev dekorasyon itemlerini bulabiliyorum. model model, kalite kalite secenek yelpazesi, fiyat cesitliligi var.

ama

zamlarin bokunu cikarmis, essegin kulagina su kacirmis magaza. olmaz ya, bu kadar artmadı doviz. bazi seylerin fiyatlari iki kat artmis.
birinden dovizin hizla arttigi donemde fiyatlamada terste yakalandigina dair bazi soylentiler duydum, umarim calisanlarinin maasini alda yaptigin zam oraninda arttirmissindir.

bilmiyorum ikea uzdun beni.
bugun annenin ışığıyla ilgili cok yorum yaptım.",Ekşi Sözlük
soucit,29.11.2022 18:14,IKEA Genel,"horoz lojistikle gönderdiği ürün için, ürün bedeli haricinde 400 tl kargo ücreti isteyen ancak ürün dağıtım merkezine ulaştığı günden itibaren 5 gündür ürünü teslim edemeyen, dağıtım için 2 gün ilave süre isteyen firmayla çalışan alışveriş sitesi.",Ekşi Sözlük
yarin bir gun geliyorum,04.12.2022 00:45,IKEA Genel,son 6 aydır ciddi anlamda stok sorunu olan yer. stok sorunu varsa her yerden kaldırın ürünü. mağazaya gidiyorsunuz tamam bu evim için uygun diyorsunuz ama ürün yok.,Ekşi Sözlük
swiss army,05.12.2022 23:44 ~ 23:45,IKEA Genel,"şu anda geldiği noktayı bilmemekle birlikte türkiye restoran kısmının yurt dışına göre uzak ara başarılı olduğunu söyleyebilirim. türk damak tadı uyumu falan demiyorum; çeşit, porsiyon büyüklüğü ve temizlik hissi toplamında dışarıda çok korkunçları var.

dün şurada uskumru kokulu somon ve kumlu hissi veren patates püresi yedim. menüde uskumruyu bırakın başka çeşit deniz ürünü yok, o kokuyu neyle elde ettiklerini hala anlayamadım.",Ekşi Sözlük
1905,08.12.2022 16:14,IKEA Genel,"fiyat kalite oranında ağır batıran mağaza. şu an herhalde alınabilecek tek bir materyal dahi yoktur tüm mağazada. ürünlerin kalitesizliğini geçtim, fiyatları aşırı derecede yüksek geldi bana. etiketten baktığımda eylül ayında değişiklik yaptıklarını gördüm. yani bunun daha lolosu var. ocak gibi falan bir kere daha geçirirler, size de ancak sosisli yemesi kalır-diyeceğim ki sosislisi de beş para etmez bence. gerçekten kalitesizliği paçalarından akan bir mağazayı nasıl bu kadar sene bir yerlerde tuttuk anlaşılır gibi değil- denemeyeceğim, anlaşılır; çünkü ucuzdu. şimdi değil. hadi arrivederci.",Ekşi Sözlük
pineapple grenade,08.12.2022 16:36,IKEA Genel,aralık ayında gezmesi en zevkli mağazalardan biridir.,Ekşi Sözlük
karayeap,16.12.2022 11:36,IKEA Genel,"herkes yazmış ama bir de ben yazayım. stok yok! en çok satan, her daim ellerinde bulunan ürünlerinde haftalardır stok yok ve ne zaman geleceğini de bilmiyorlar. bakın bu 1-2 ürün bazında olan bir şey değil, bildiğiniz teşhir edilen ürünlerin çok ciddi bir kısmı yok ortada. geziyorsun tüm ikeayı, ürünlerin fotosunu çekip depoya gidiyorsun ve seni büyük bir hayal kırıklığı karşılıyor.

işin diğer boyutu, alacak olduğumuz şeylerin raflarını, kutularını, servislerini, ıvırını zıvırını da aldık, ""stoğa düşer birkaç haftaya"" da dendi ama hiçbir hareket yok.

ben aleni bir şekilde yeni yılı beklediklerini ve bindirim yapacaklarını hissettim. başkaları da yazmış aynı şeyleri ki haklılar. dikine 2, enlemesine 4 tane suntanın haftalardır nesini tedarik edemiyorsunuz olum?",Ekşi Sözlük
ufuksyavuz,17.12.2022 19:14 ~ 19:15,IKEA Genel,"stokta olan ürünlerini de horoz mu tavuk mu ne olduğu belli olmayan kargo firmasıyla göndermemeye ant içmiş değişik bir firma.

kargo firması zaten hak getire ulaşmaya çalışmaya değmez. kurumsaldır diye düşünüp, ikea firmasını ararsın, mail attık, ilettik demekten başka bir şey yaptıkları yok.

anlayacağınız horozlu tavuk firması ile gönderdikleri ya da gönderecekleri ürünlerde dikkatli olun, çok beklentiye girmeyin.
merak edenler (bkz: horoz lojistik) başlığına bir göz gezdirsinler.
kurumsalım diyen firmanın, çalıştığı kargo firması hakkında yazılanlar, rezillik konusunda sanırım yeterli olacaktır.",Ekşi Sözlük
pishaluj,17.12.2022 22:02,IKEA Genel,mobil uygulamalarını hiç beğenmedim. uı/ux tasarımlarını kim yaptıysa bu kadar kötü yapmayı nasıl başarmış merak ediyorum.,Ekşi Sözlük
mestre,18.12.2022 23:52 ~ 23:55,IKEA Genel,"istanbul ümraniye ikea'nın otoparkını ücretli hale getirmişler ve bu mevzu sebebiyle otoparktan çıkmaya çalışmak bir eziyet halini almış.

yetmemiş vale de koymuşlar, ama otoparkta.
yani istersen, önce otoparka iniyorsun ve sonra park etmek yerine vale'ye verebiliyorsun aracını. gülüyorum ağlanacak halimize.

#146537661

tebrikler köylü kurnazları, tebrikler mevdan avm.
şaşırttın be ikea.",Ekşi Sözlük
